TAG_CODESPACE_AND_TAG_ID,TAG_ID,,,,,UTC_RELEASE_DATE_TIME,EST_TAG_LIFE,UTC_EXPIRATION_DATE_TIME,TAG_MODEL,TAG_TYPE,,,,,COMMON_NAME,SCIENTIFIC_NAME,RELEASE_LOCATION,,,,,,TAG_IMPLANT_TYPE,COMMENTS
A69-9002-2223,2223,,,,,6/1/2010,,5/31/2015,V16P-6x,,A69-9002,MA DMF,Bill Hoffman,,Atlantic cod,Gadus morhua,MA Bay,,,,,,surgical implant,
A69-9002-2222,2222,,,,,6/1/2010,,5/31/2015,V16P-6x,,A69-9002,MA DMF,Bill Hoffman,,Atlantic cod,Gadus morhua,MA Bay,,,,,,surgical implant,
A69-9002-2221,2221,,,,,6/1/2010,,5/31/2015,V16P-6x,,A69-9002,MA DMF,Bill Hoffman,,Atlantic cod,Gadus morhua,MA Bay,,,,,,surgical implant,
A69-9002-2220,2220,,,,,6/1/2010,,5/31/2015,V16P-6x,,A69-9002,MA DMF,Bill Hoffman,,Atlantic cod,Gadus morhua,MA Bay,,,,,,surgical implant,
A69-9002-2219,2219,,,,,6/1/2010,,5/31/2015,V16P-6x,,A69-9002,MA DMF,Bill Hoffman,,Atlantic cod,Gadus morhua,MA Bay,,,,,,surgical implant,
A69-9002-2218,2218,,,,,6/1/2010,,5/31/2015,V16P-6x,,A69-9002,MA DMF,Bill Hoffman,,Atlantic cod,Gadus morhua,MA Bay,,,,,,surgical implant,
A69-9002-2217,2217,,,,,6/1/2010,,5/31/2015,V16P-6x,,A69-9002,MA DMF,Bill Hoffman,,Atlantic cod,Gadus morhua,MA Bay,,,,,,surgical implant,
A69-9002-2216,2216,,,,,6/1/2010,,5/31/2015,V16P-6x,,A69-9002,MA DMF,Bill Hoffman,,Atlantic cod,Gadus morhua,MA Bay,,,,,,surgical implant,
A69-9002-2215,2215,,,,,6/1/2010,,5/31/2015,V16P-6x,,A69-9002,MA DMF,Bill Hoffman,,Atlantic cod,Gadus morhua,MA Bay,,,,,,surgical implant,
A69-9002-2214,2214,,,,,6/1/2010,,5/31/2015,V16P-6x,,A69-9002,MA DMF,Bill Hoffman,,Atlantic cod,Gadus morhua,MA Bay,,,,,,surgical implant,
A69-9002-2213,2213,,,,,6/1/2010,,5/31/2015,V16P-6x,,A69-9002,MA DMF,Bill Hoffman,,Atlantic cod,Gadus morhua,MA Bay,,,,,,surgical implant,
A69-9002-16094,16094,,,,,9/21/2011,1844,10/8/2016,V16P-6x,Pressure,A69-9002,VCU/USFWS,Anne Wright,Matt Balazik/Albert Spells,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,"James River, Virginia",,47930,985121014205313,,,Internal,
A69-9002-16093,16093,,,,,9/19/2011,1844,10/6/2016,V16P-6x,Pressure,A69-9002,VCU/USFWS,Anne Wright,Matt Balazik/Albert Spells,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,"James River, Virginia",,47927,985121014190695,,,Internal,
A69-9002-16092,16092,,,,,9/19/2011,1844,10/6/2016,V16P-6x,Pressure,A69-9002,VCU/USFWS,Anne Wright,Matt Balazik/Albert Spells,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,"James River, Virginia",,47928,985121014302157,,,Internal,
A69-9002-16091,16091,,,,,4/20/2011,1844,5/7/2016,V16P-6x,Pressure,A69-9002,VCU/USFWS,Anne Wright,Matt Balazik/Albert Spells,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,"James River, Virginia",,47073,3d9.1C2d020583,,,Internal,
A69-9002-16090,16090,,,,,4/19/2011,1844,5/6/2016,V16P-6x,Pressure,A69-9002,VCU/USFWS,Anne Wright,Matt BalazikAlbert Spells,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,"James River, Virginia",,,,,,Internal,
A69-9002-15085,15085,,,,,10/4/2011,1844,10/21/2016,V16P-6x,Pressure,A69-9002,VCU/USFWS,AnneWright,Matt Balazik/Albert Spells,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,"James River, Virginia",,47942,985121014312525,,,Internal,
A69-9002-15084,15084,,,,,10/3/2011,1844,10/20/2016,V16P-6x,Pressure,A69-9002,VCU/USFWS,Anne Wright,Matt Balazik/Albert Spells,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,"James River, Virginia",,47941,985121014194169,,,Internal,
A69-9002-15083,15083,,,,,9/28/2011,1844,10/15/2016,V16P-6x,Pressure,A69-9002,VCU/USFWS,Anne Wright,Matt Balazik/Albert Spells,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,"James River, Virginia",,47937,985121014334083,,,Internal,
A69-9002-15082,15082,,,,,9/28/2011,1844,10/15/2016,V16P-6x,Pressure,A69-9002,VCU/USFWS,Anne Wright,Matt Balazik/Albert Spells,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,"James River, Virginia",,47936,985121014312745,,,Internal,
A69-9002-15081,15081,,,,,9/21/2011,1844,10/8/2016,V16P-6x,Pressure,A69-9002,VCU/USFWS,Anne Wright,Matt Balazik/Albert Spells,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,"James River, Virginia",,47935,985121014205284,,,Internal,
A69-9002-15080,15080,,,,,9/21/2011,1844,10/8/2016,V16P-6x,Pressure,A69-9002,VCU/USFWS,Anne Wright,Matt Balazik/Albert Spells,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,"James River, Virginia",,47932,985121014291419,,,Internal,
A69-9001-32526,32526,,,,,8/23/2011,3650,8/20/2021,V16-6x,Standard,,Maine DMR,Gail Wippelhauser,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,Kennebec River-Maine,,,43079366,,,internal,
A69-9001-32522,32522,,,,,8/23/2011,3650,8/20/2021,V16-6x,Standard,,Maine DMR,Gail Wippelhauser,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,Kennebec River-Maine,,,43266623,,,internal,
A69-9001-32519,32519,,,,,8/23/2011,3650,8/20/2021,V16-6x,Standard,,Maine DMR,Gail Wippelhauser,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,Kennebec River-Maine,,,43045327,,,internal,
A69-9001-32518,32518,,,,,8/23/2011,3650,8/20/2021,V16-6x,Standard,,Maine DMR,Gail Wippelhauser,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,Kennebec River-Maine,,,42883051,,,internal,
A69-9001-32477,32477,,,,,5/24/2011,1952,9/26/2016,V16-6H,Standard,,Stony Brook Univeristy,Keith Dunton,,Atlantic Sturgeon,Acipenser oxyrinchus oxyrinchus,NY/NJ Coast,,,985121001835542,100122,,Internal,
A69-9001-32476,32476,,,,,5/24/2011,1952,9/26/2016,V16-6H,Standard,,Stony Brook Univeristy,Keith Dunton,,Atlantic Sturgeon,Acipenser oxyrinchus oxyrinchus,NY/NJ Coast,,,985121001829390,100226,,Internal,
A69-9001-32475,32475,,,,,5/24/2011,1952,9/26/2016,V16-6H,Standard,,Stony Brook Univeristy,Keith Dunton,,Atlantic Sturgeon,Acipenser oxyrinchus oxyrinchus,NY/NJ Coast,,,985121001837927,100141,,Internal,
A69-9001-32474,32474,,,,,5/24/2011,1952,9/26/2016,V16-6H,Standard,,Stony Brook Univeristy,Keith Dunton,,Atlantic Sturgeon,Acipenser oxyrinchus oxyrinchus,NY/NJ Coast,,,985121001885407,100248,,Internal,
A69-9001-32473,32473,,,,,5/24/2011,1952,9/26/2016,V16-6H,Standard,,Stony Brook Univeristy,Keith Dunton,,Atlantic Sturgeon,Acipenser oxyrinchus oxyrinchus,NY/NJ Coast,,,985121014392335,100118,,Internal,
A69-9001-32472,32472,,,,,5/24/2011,1952,9/26/2016,V16-6H,Standard,,Stony Brook Univeristy,Keith Dunton,,Atlantic Sturgeon,Acipenser oxyrinchus oxyrinchus,NY/NJ Coast,,,985121014345868,100198,,Internal,
A69-9001-32471,32471,,,,,5/24/2011,1952,9/26/2016,V16-6H,Standard,,Stony Brook Univeristy,Keith Dunton,,Atlantic Sturgeon,Acipenser oxyrinchus oxyrinchus,NY/NJ Coast,,,985121014381161,100188,,Internal,
A69-9001-32470,32470,,,,,5/24/2011,1952,9/26/2016,V16-6H,Standard,,Stony Brook Univeristy,Keith Dunton,,Atlantic Sturgeon,Acipenser oxyrinchus oxyrinchus,NY/NJ Coast,,,985121014366942,100210,,Internal,
A69-9001-32469,32469,,,,,5/24/2011,1952,9/26/2016,V16-6H,Standard,,Stony Brook Univeristy,Keith Dunton,,Atlantic Sturgeon,Acipenser oxyrinchus oxyrinchus,NY/NJ Coast,,,985121014361205,100207,,Internal,
A69-9001-32468,32468,,,,,5/24/2011,1952,9/26/2016,V16-6H,Standard,,Stony Brook Univeristy,Keith Dunton,,Atlantic Sturgeon,Acipenser oxyrinchus oxyrinchus,NY/NJ Coast,,,985121014383404,100194,,Internal,
A69-9001-32467,32467,,,,,5/24/2011,1952,9/26/2016,V16-6H,Standard,,Stony Brook Univeristy,Keith Dunton,,Atlantic Sturgeon,Acipenser oxyrinchus oxyrinchus,NY/NJ Coast,,,985121014373124,100190,,Internal,
A69-9001-32466,32466,,,,,5/24/2011,1952,9/26/2016,V16-6H,Standard,,Stony Brook Univeristy,Keith Dunton,,Atlantic Sturgeon,Acipenser oxyrinchus oxyrinchus,NY/NJ Coast,,,985121014353662,100214,,Internal,
A69-9001-32465,32465,,,,,5/24/2011,1952,9/26/2016,V16-6H,Standard,,Stony Brook Univeristy,Keith Dunton,,Atlantic Sturgeon,Acipenser oxyrinchus oxyrinchus,NY/NJ Coast,,,985121014344845,100199,,Internal,
A69-9001-32464,32464,,,,,5/24/2011,1952,9/26/2016,V16-6H,Standard,,Stony Brook Univeristy,Keith Dunton,,Atlantic Sturgeon,Acipenser oxyrinchus oxyrinchus,NY/NJ Coast,,,985121014367704,100211,,Internal,
A69-9001-32463,32463,,,,,5/24/2011,1952,9/26/2016,V16-6H,Standard,,Stony Brook Univeristy,Keith Dunton,,Atlantic Sturgeon,Acipenser oxyrinchus oxyrinchus,NY/NJ Coast,,,985121014392334,100213,,Internal,
A69-9001-32462,32462,,,,,5/24/2011,1952,9/26/2016,V16-6H,Standard,,Stony Brook Univeristy,Keith Dunton,,Atlantic Sturgeon,Acipenser oxyrinchus oxyrinchus,NY/NJ Coast,,,98512101486126,100244,,Internal,
A69-9001-32461,32461,,,,,5/24/2011,1952,9/26/2016,V16-6H,Standard,,Stony Brook Univeristy,Keith Dunton,,Atlantic Sturgeon,Acipenser oxyrinchus oxyrinchus,NY/NJ Coast,,,,,,Internal,
A69-9001-32460,32460,,,,,5/24/2011,1952,9/26/2016,V16-6H,Standard,,Stony Brook Univeristy,Keith Dunton,,Atlantic Sturgeon,Acipenser oxyrinchus oxyrinchus,NY/NJ Coast,,,985121014375977,100196,,Internal,
A69-9001-32459,32459,,,,,5/24/2011,1952,9/26/2016,V16-6H,Standard,,Stony Brook Univeristy,Keith Dunton,,Atlantic Sturgeon,Acipenser oxyrinchus oxyrinchus,NY/NJ Coast,,,985121014380358,100222,,Internal,
A69-9001-32458,32458,,,,,5/24/2011,1952,9/26/2016,V16-6H,Standard,,Stony Brook Univeristy,Keith Dunton,,Atlantic Sturgeon,Acipenser oxyrinchus oxyrinchus,NY/NJ Coast,,,985121014350044,100180,,Internal,
A69-9001-32457,32457,,,,,5/24/2011,1952,9/26/2016,V16-6H,Standard,,Stony Brook Univeristy,Keith Dunton,,Atlantic Sturgeon,Acipenser oxyrinchus oxyrinchus,NY/NJ Coast,,,985121014332199,100216,,Internal,
A69-9001-32456,32456,,,,,5/24/2011,1952,9/26/2016,V16-6H,Standard,,Stony Brook Univeristy,Keith Dunton,,Atlantic Sturgeon,Acipenser oxyrinchus oxyrinchus,NY/NJ Coast,,,985121014343866,100246,,Internal,
A69-9001-32455,32455,,,,,5/24/2011,1952,9/26/2016,V16-6H,Standard,,Stony Brook Univeristy,Keith Dunton,,Atlantic Sturgeon,Acipenser oxyrinchus oxyrinchus,NY/NJ Coast,,,985121014366725,100150,,Internal,
A69-9001-32454,32454,,,,,5/24/2011,1952,9/26/2016,V16-6H,Standard,,Stony Brook Univeristy,Keith Dunton,,Atlantic Sturgeon,Acipenser oxyrinchus oxyrinchus,NY/NJ Coast,,,985121014356768,100247,,Internal,
A69-9001-32453,32453,,,,,5/24/2011,1952,9/26/2016,V16-6H,Standard,,Stony Brook Univeristy,Keith Dunton,,Atlantic Sturgeon,Acipenser oxyrinchus oxyrinchus,NY/NJ Coast,,,985121014380917,100166,,Internal,
A69-9001-32452,32452,,,,,5/24/2011,1952,9/26/2016,V16-6H,Standard,,Stony Brook Univeristy,Keith Dunton,,Atlantic Sturgeon,Acipenser oxyrinchus oxyrinchus,NY/NJ Coast,,,985121001465025,100239,,Internal,
A69-9001-32451,32451,,,,,5/24/2011,1952,9/26/2016,V16-6H,Standard,,Stony Brook Univeristy,Keith Dunton,,Atlantic Sturgeon,Acipenser oxyrinchus oxyrinchus,NY/NJ Coast,,,985121014346453,100109,,Internal,
A69-9001-32450,32450,,,,,5/24/2011,1952,9/26/2016,V16-6H,Standard,,Stony Brook Univeristy,Keith Dunton,,Atlantic Sturgeon,Acipenser oxyrinchus oxyrinchus,NY/NJ Coast,,,985121014380939,100235,,Internal,
A69-9001-32449,32449,,,,,5/24/2011,1952,9/26/2016,V16-6H,Standard,,Stony Brook Univeristy,Keith Dunton,,Atlantic Sturgeon,Acipenser oxyrinchus oxyrinchus,NY/NJ Coast,,,985121014393972,100242,,Internal,
A69-9001-32448,32448,,,,,5/24/2011,1952,9/26/2016,V16-6H,Standard,,Stony Brook Univeristy,Keith Dunton,,Atlantic Sturgeon,Acipenser oxyrinchus oxyrinchus,NY/NJ Coast,,,985121014374943,100192,,Internal,
A69-9001-32447,32447,,,,,5/24/2011,1952,9/26/2016,V16-6H,Standard,,Stony Brook Univeristy,Keith Dunton,,Atlantic Sturgeon,Acipenser oxyrinchus oxyrinchus,NY/NJ Coast,,,985121014345396,100236,,Internal,
A69-9001-32446,32446,,,,,5/24/2011,1952,9/26/2016,V16-6H,Standard,,Stony Brook Univeristy,Keith Dunton,,Atlantic Sturgeon,Acipenser oxyrinchus oxyrinchus,NY/NJ Coast,,,985121014391639,100205,,Internal,
A69-9001-32445,32445,,,,,5/24/2011,1952,9/26/2016,V16-6H,Standard,,Stony Brook Univeristy,Keith Dunton,,Atlantic Sturgeon,Acipenser oxyrinchus oxyrinchus,NY/NJ Coast,,,985121014392310,100249,,Internal,
A69-9001-32444,32444,,,,,5/24/2011,1952,9/26/2016,V16-6H,Standard,,Stony Brook Univeristy,Keith Dunton,,Atlantic Sturgeon,Acipenser oxyrinchus oxyrinchus,NY/NJ Coast,,,985121014374227,100243,,Internal,
A69-9001-32443,32443,,,,,5/24/2011,1952,9/26/2016,V16-6H,Standard,,Stony Brook Univeristy,Keith Dunton,,Atlantic Sturgeon,Acipenser oxyrinchus oxyrinchus,NY/NJ Coast,,,985121014349823,100220,,Internal,
A69-9001-31726,31726,,,,,7/29/2011,1952,12/1/2016,V16-6H,Standard,,Delaware State University,Dewayne Fox,,sand tiger shark,Carcharius taurus,Delaware Bay,,,,,,Internal,
A69-9001-31725,31725,,,,,7/29/2011,1952,12/1/2016,V16-6H,Standard,,Delaware State University,Dewayne Fox,,sand tiger shark,Carcharius taurus,Delaware Bay,,,,,,Internal,
A69-9001-31724,31724,,,,,7/29/2011,1952,12/1/2016,V16-6H,Standard,,Delaware State University,Dewayne Fox,,sand tiger shark,Carcharius taurus,Delaware Bay,,,,,,Internal,
A69-9001-31723,31723,,,,,7/29/2011,1952,12/1/2016,V16-6H,Standard,,Delaware State University,Dewayne Fox,,sand tiger shark,Carcharius taurus,Delaware Bay,,,,,,Internal,
A69-9001-31722,31722,,,,,7/27/2011,1952,11/29/2016,V16-6H,Standard,,Delaware State University,Dewayne Fox,,sand tiger shark,Carcharius taurus,Delaware Bay,,,,,,Internal,
A69-9001-31721,31721,,,,,7/27/2011,1952,11/29/2016,V16-6H,Standard,,Delaware State University,Dewayne Fox,,sand tiger shark,Carcharius taurus,Delaware Bay,,,,,,Internal,
A69-9001-31720,31720,,,,,7/27/2011,1952,11/29/2016,V16-6H,Standard,,Delaware State University,Dewayne Fox,,sand tiger shark,Carcharius taurus,Delaware Bay,,,,,,Internal,
A69-9001-31719,31719,,,,,7/27/2011,1952,11/29/2016,V16-6H,Standard,,Delaware State University,Dewayne Fox,,sand tiger shark,Carcharius taurus,Delaware Bay,,,,,,Internal,
A69-9001-31718,31718,,,,,7/27/2011,1952,11/29/2016,V16-6H,Standard,,Delaware State University,Dewayne Fox,,sand tiger shark,Carcharius taurus,Delaware Bay,,,,,,Internal,
A69-9001-31717,31717,,,,,7/26/2011,1952,11/28/2016,V16-6H,Standard,,Delaware State University,Dewayne Fox,,sand tiger shark,Carcharius taurus,Delaware Bay,,,,,,Internal,
A69-9001-31716,31716,,,,,7/26/2011,1952,11/28/2016,V16-6H,Standard,,Delaware State University,Dewayne Fox,,sand tiger shark,Carcharius taurus,Delaware Bay,,,,,,Internal,
A69-9001-31715,31715,,,,,7/26/2011,1952,11/28/2016,V16-6H,Standard,,Delaware State University,Dewayne Fox,,sand tiger shark,Carcharius taurus,Delaware Bay,,,,,,Internal,
A69-9001-31714,31714,,,,,7/26/2011,1952,11/28/2016,V16-6H,Standard,,Delaware State University,Dewayne Fox,,sand tiger shark,Carcharius taurus,Delaware Bay,,,,,,Internal,
A69-9001-31713,31713,,,,,7/26/2011,1952,11/28/2016,V16-6H,Standard,,Delaware State University,Dewayne Fox,,sand tiger shark,Carcharius taurus,Delaware Bay,,,,,,Internal,
A69-9001-31712,31712,,,,,7/26/2011,1952,11/28/2016,V16-6H,Standard,,Delaware State University,Dewayne Fox,,sand tiger shark,Carcharius taurus,Delaware Bay,,,,,,Internal,
A69-9001-31711,31711,,,,,7/26/2011,1952,11/28/2016,V16-6H,Standard,,Delaware State University,Dewayne Fox,,sand tiger shark,Carcharius taurus,Delaware Bay,,,,,,Internal,
A69-9001-31710,31710,,,,,7/26/2011,1952,11/28/2016,V16-6H,Standard,,Delaware State University,Dewayne Fox,,sand tiger shark,Carcharius taurus,Delaware Bay,,,,,,Internal,
A69-9001-31709,31709,,,,,7/26/2011,1952,11/28/2016,V16-6H,Standard,,Delaware State University,Dewayne Fox,,sand tiger shark,Carcharius taurus,Delaware Bay,,,,,,Internal,
A69-9001-31708,31708,,,,,5/10/2011,1952,9/12/2016,V16-6H,Standard,,Delaware State University,Dewayne Fox,,sand tiger shark,Carcharius taurus,Coastal Delaware,,,,,,Internal,
A69-9001-31707,31707,,,,,5/10/2011,1952,9/12/2016,V16-6H,Standard,,Delaware State University,Dewayne Fox,,sand tiger shark,Carcharius taurus,Coastal Delaware,,,,,,Internal,
A69-9001-31706,31706,,,,,8/3/2011,1952,12/6/2016,V16-6H,Standard,,Delaware State University,Dewayne Fox,,sand tiger shark,Carcharius taurus,Delaware Bay,,,,,,Internal,
A69-9001-31705,31705,,,,,5/7/2011,1952,9/9/2016,V16-6H,Standard,,Delaware State University,Dewayne Fox,,sand tiger shark,Carcharius taurus,Coastal Delaware,,,,,,Internal,
A69-9001-31704,31704,,,,,5/5/2011,1952,9/7/2016,V16-6H,Standard,,Delaware State University,Dewayne Fox,,sand tiger shark,Carcharius taurus,Coastal Delaware,,,,,,Internal,
A69-9001-31703,31703,,,,,5/2/2011,1952,9/4/2016,V16-6H,Standard,,Delaware State University,Dewayne Fox,,sand tiger shark,Carcharius taurus,Coastal Delaware,,,,,,Internal,
A69-9001-31702,31702,,,,,5/1/2011,1952,9/3/2016,V16-6H,Standard,,Delaware State University,Dewayne Fox,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,Coastal Delaware,,,,,,Internal,
A69-9001-31351,31351,,,,,7/26/2011,1063,6/23/2014,V16-5x,Standard,,CT DEP,Tom Savoy,,Shortnose sturgeon,Acipenser brevirostrum,CT,,,,,,Internal,
A69-9001-31350,31350,,,,,6/29/2011,1063,5/27/2014,V16-5x,Standard,,CT DEP,Tom Savoy,,Shortnose sturgeon,Acipenser brevirostrum,CT,,,,,,Internal,
A69-9001-31348,31348,,,,,7/8/2011,1063,6/5/2014,V16-5x,Standard,,CT DEP,Tom Savoy,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,CT,,,,,,Internal,
A69-9001-31347,31347,,,,,7/21/2011,1063,6/18/2014,V16-5x,Standard,,CT DEP,Tom Savoy,,Shortnose sturgeon,Acipenser brevirostrum,CT,,,,,,Internal,
A69-9001-31346,31346,,,,,6/9/2011,1063,5/7/2014,V16-5x,Standard,,CT DEP,Tom Savoy,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,CT,,,,,,Internal,
A69-9001-31344,31344,,,,,6/23/2011,1063,5/21/2014,V16-5x,Standard,,CT DEP,Tom Savoy,,Shortnose sturgeon,Acipenser brevirostrum,CT,,,,,,Internal,
A69-9001-31342,31342,,,,,6/22/2011,1063,5/20/2014,V16-5x,Standard,,CT DEP,Tom Savoy,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,CT,,,,,,Internal,
A69-9001-31340,31340,,,,,6/14/2011,1063,5/12/2014,V16-5x,Standard,,CT DEP,Tom Savoy,,Shortnose sturgeon,Acipenser brevirostrum,CT,,,,,,Internal,
A69-9001-31339,31339,,,,,7/19/2011,1063,6/16/2014,V16-5x,Standard,,CT DEP,Tom Savoy,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,CT,,,,,,Internal,
A69-9001-31338,31338,,,,,7/15/2011,1063,6/12/2014,V16-5x,Standard,,CT DEP,Tom Savoy,,Shortnose sturgeon,Acipenser brevirostrum,CT,,,,,,Internal,
A69-9001-31337,31337,,,,,7/12/2011,1063,6/9/2014,V16-5x,Standard,,CT DEP,Tom Savoy,,Shortnose sturgeon,Acipenser brevirostrum,CT,,,,,,Internal,
A69-9001-30402,30402,,,,,11/1/2011,2993,1/11/2020,V16-4x,Standard,,Maine DMR,Gail Wippelhauser,,Shortnose sturgeon,Acipenser brevirostrum,Kennebec River-Maine,,,43312837,,,internal,
A69-9001-30400,30400,,,,,11/9/2011,2993,1/19/2020,V16-4x,Standard,,Maine DMR,Gail Wippelhauser,,Shortnose sturgeon,Acipenser brevirostrum,Kennebec River-Maine,,,42614368,,,internal,
A69-9001-30388,30388,,,,,11/15/2011,2993,1/25/2020,V16-4x,Standard,,Maine DMR,Gail Wippelhauser,,Shortnose sturgeon,Acipenser brevirostrum,Kennebec River-Maine,,,43041262,,,internal,
A69-9001-30385,30385,,,,,11/14/2011,2993,1/24/2020,V16-4x,Standard,,Maine DMR,Gail Wippelhauser,,Shortnose sturgeon,Acipenser brevirostrum,Kennebec River-Maine,,,43293020,,,internal,
A69-9001-30332,30332,,,,,10/31/2011,2331,3/19/2018,V16-6H,Standard,,Stony Brook Univeristy,Keith Dunton,,Atlantic Sturgeon,Acipenser oxyrinchus oxyrinchus,NY/NJ Coast,,,985121014381358,100179,,Internal,
A69-9001-30329,30329,,,,,10/31/2011,2331,3/19/2018,V16-6H,Standard,,Stony Brook Univeristy,Keith Dunton,,Atlantic Sturgeon,Acipenser oxyrinchus oxyrinchus,NY/NJ Coast,,,985121014373197,100155,,Internal,
A69-9001-30328,30328,,,,,10/31/2011,2331,3/19/2018,V16-6H,Standard,,Stony Brook Univeristy,Keith Dunton,,Atlantic Sturgeon,Acipenser oxyrinchus oxyrinchus,NY/NJ Coast,,,985121014378910,100165,,Internal,
A69-9001-30327,30327,,,,,10/31/2011,2331,3/19/2018,V16-6H,Standard,,Stony Brook Univeristy,Keith Dunton,,Atlantic Sturgeon,Acipenser oxyrinchus oxyrinchus,NY/NJ Coast,,,985121014394763,100106,,Internal,
A69-9001-30326,30326,,,,,10/31/2011,2331,3/19/2018,V16-6H,Standard,,Stony Brook Univeristy,Keith Dunton,,Atlantic Sturgeon,Acipenser oxyrinchus oxyrinchus,NY/NJ Coast,,,470C1F6977,100123,,Internal,
A69-9001-30325,30325,,,,,10/31/2011,2331,3/19/2018,V16-6H,Standard,,Stony Brook Univeristy,Keith Dunton,,Atlantic Sturgeon,Acipenser oxyrinchus oxyrinchus,NY/NJ Coast,,,985121014393539,100154,,Internal,
A69-9001-30324,30324,,,,,10/31/2011,2331,3/19/2018,V16-6H,Standard,,Stony Brook Univeristy,Keith Dunton,,Atlantic Sturgeon,Acipenser oxyrinchus oxyrinchus,NY/NJ Coast,,,985121014379733,100103,,Internal,
A69-9001-30323,30323,,,,,10/31/2011,2331,3/19/2018,V16-6H,Standard,,Stony Brook Univeristy,Keith Dunton,,Atlantic Sturgeon,Acipenser oxyrinchus oxyrinchus,NY/NJ Coast,,,985121014346592,100174,,Internal,
A69-9001-30322,30322,,,,,10/31/2011,2331,3/19/2018,V16-6H,Standard,,Stony Brook Univeristy,Keith Dunton,,Atlantic Sturgeon,Acipenser oxyrinchus oxyrinchus,NY/NJ Coast,,,985121014396333,100104,,Internal,
A69-9001-30321,30321,,,,,10/31/2011,2331,3/19/2018,V16-6H,Standard,,Stony Brook Univeristy,Keith Dunton,,Atlantic Sturgeon,Acipenser oxyrinchus oxyrinchus,NY/NJ Coast,,,985121014372857,100237,,Internal,
A69-9001-30320,30320,,,,,10/31/2011,2331,3/19/2018,V16-6H,Standard,,Stony Brook Univeristy,Keith Dunton,,Atlantic Sturgeon,Acipenser oxyrinchus oxyrinchus,NY/NJ Coast,,,985121014393497,100120,,Internal,
A69-9001-30319,30319,,,,,11/8/2011,2331,3/27/2018,V16-6H,Standard,,Stony Brook Univeristy,Keith Dunton,,Atlantic Sturgeon,Acipenser oxyrinchus oxyrinchus,NY/NJ Coast,,,985121014394259,100380,,Internal,
A69-9001-30318,30318,,,,,11/8/2011,2331,3/27/2018,V16-6H,Standard,,Stony Brook Univeristy,Keith Dunton,,Atlantic Sturgeon,Acipenser oxyrinchus oxyrinchus,NY/NJ Coast,,31938,985121014375243,,,Internal,
A69-9001-30317,30317,,,,,10/31/2011,2331,3/19/2018,V16-6H,Standard,,Stony Brook Univeristy,Keith Dunton,,Atlantic Sturgeon,Acipenser oxyrinchus oxyrinchus,NY/NJ Coast,,,985121014373213,100116,,Internal,
A69-9001-30316,30316,,,,,10/31/2011,2331,3/19/2018,V16-6H,Standard,,Stony Brook Univeristy,Keith Dunton,,Atlantic Sturgeon,Acipenser oxyrinchus oxyrinchus,NY/NJ Coast,,,985121014383434,100206,,Internal,
A69-9001-30315,30315,,,,,10/31/2011,2331,3/19/2018,V16-6H,Standard,,Stony Brook Univeristy,Keith Dunton,,Atlantic Sturgeon,Acipenser oxyrinchus oxyrinchus,NY/NJ Coast,,,4235563037,100127,,Internal,
A69-9001-30314,30314,,,,,10/31/2011,2331,3/19/2018,V16-6H,Standard,,Stony Brook Univeristy,Keith Dunton,,Atlantic Sturgeon,Acipenser oxyrinchus oxyrinchus,NY/NJ Coast,,,985121014371359,100183,,Internal,
A69-9001-30313,30313,,,,,10/31/2011,2331,3/19/2018,V16-6H,Standard,,Stony Brook Univeristy,Keith Dunton,,Atlantic Sturgeon,Acipenser oxyrinchus oxyrinchus,NY/NJ Coast,,,985121014396474,100114,,Internal,
A69-9001-30312,30312,,,,,10/31/2011,2331,3/19/2018,V16-6H,Standard,,Stony Brook Univeristy,Keith Dunton,,Atlantic Sturgeon,Acipenser oxyrinchus oxyrinchus,NY/NJ Coast,,,985121015025252,100245,,Internal,
A69-9001-30311,30311,,,,,10/31/2011,2331,3/19/2018,V16-6H,Standard,,Stony Brook Univeristy,Keith Dunton,,Atlantic Sturgeon,Acipenser oxyrinchus oxyrinchus,NY/NJ Coast,,,985121014378948,100108,,Internal,
